tracked,inliers,detect_time
1.0,1.0,0.010437965393066406
0.9972375690607734,0.9445983379501385,0.011989831924438477
0.9886524822695035,0.9497847919655668,0.011902570724487305
0.9874843554443054,0.9378960709759189,0.010014533996582031
0.982078853046595,0.9549878345498783,0.010976791381835938
0.9920814479638009,0.9578107183580388,0.011961936950683594
0.9978471474703983,0.9363538295577131,0.01172780990600586
0.9907216494845361,0.9490114464099896,0.011993885040283203
0.9776195320447609,0.9469302809573361,0.01141357421875
0.9681397738951696,0.9501061571125266,0.010944366455078125
0.9673802242609582,0.9304531085353003,0.007997989654541016
0.9481641468682506,0.9555808656036446,0.011784553527832031
0.9376470588235294,0.9523212045169385,0.007996320724487305
0.9437652811735942,0.9624352331606217,0.010017633438110352
0.9663760896637609,0.979381443298969,0.008986711502075195
0.9844497607655502,0.9732685297691372,0.012003421783447266
0.9541884816753927,0.9478737997256516,0.00793910026550293
0.9799196787148594,0.9685792349726776,0.011013031005859375
0.9763387297633873,0.9757653061224489,0.011155366897583008
0.9917936694021102,0.9491725768321513,0.015945911407470703
0.9942922374429224,0.9632606199770379,0.010001659393310547
0.9977578475336323,0.9393258426966292,0.013017654418945312
0.996629213483146,0.9594137542277339,0.009020328521728516
0.9830699774266366,0.9540757749712974,0.01498103141784668
0.9977949283351709,0.9458563535911603,0.014953136444091797
0.9947201689545935,0.9639065817409767,0.010395288467407227
0.9860664523043944,0.9619565217391305,0.010610818862915039
0.9978354978354979,0.9425162689804772,0.011806726455688477
0.99079754601227,0.9494324045407637,0.01298832893371582
0.9661733615221987,0.9693654266958425,0.009824991226196289
1.0,0.9734888653234358,0.014051437377929688
0.9143730886850153,0.9643255295429208,0.011023998260498047
0.9931584948688712,0.9747416762342136,0.00998997688293457
0.973655323819978,0.9492671927846674,0.01399993896484375
0.9834070796460177,0.9415073115860517,0.014060020446777344
0.9348290598290598,0.9668571428571429,0.012987613677978516
0.9801324503311258,0.9684684684684685,0.015170574188232422
0.9892008639308856,0.9355895196506551,0.014134645462036133
0.9583789704271632,0.928,0.014753341674804688
0.9799054373522459,0.9179734620024126,0.015009403228759766
0.9136420525657072,0.9136986301369863,0.012000083923339844
0.9719495091164095,0.8888888888888888,0.015531539916992188
0.6556603773584906,0.9640287769784173,0.013883590698242188
0.9013157894736842,0.9902676399026764,0.01601433753967285
0.9896049896049897,0.9243697478991597,0.01302027702331543
0.9919354838709677,0.9691056910569106,0.016005277633666992
0.9537648612945839,0.9141274238227147,0.011002779006958008
0.9841269841269841,0.907258064516129,0.014000177383422852
0.9568062827225131,0.896032831737346,0.012903213500976562
0.9422535211267605,0.9147982062780269,0.01296854019165039
0.9929873772791024,0.8912429378531074,0.012013435363769531
0.967741935483871,0.9444444444444444,0.010900497436523438
0.9666666666666667,0.9404388714733543,0.011001110076904297
0.9096477794793262,0.9646464646464646,0.010999679565429688
0.963076923076923,0.9249201277955271,0.010521650314331055
0.8941717791411042,0.9228130360205832,0.011301755905151367
0.87,0.9329501915708812,0.012001991271972656
0.9626623376623377,0.9713322091062394,0.013428449630737305
0.9806138933764136,0.9225700164744646,0.01410984992980957
0.9663093415007658,0.9572107765451664,0.01399993896484375
0.9651515151515152,0.9497645211930926,0.010434865951538086
1.0,0.9597523219814241,0.015192031860351562
0.9846582984658299,0.9192634560906515,0.01596999168395996
0.9560439560439561,0.8879310344827587,0.015018939971923828
0.9713855421686747,0.9348837209302325,0.013478994369506836
0.9686520376175548,0.9352750809061489,0.023540973663330078
0.8969072164948454,0.9376026272577996,0.011002302169799805
0.9824281150159745,0.8894308943089431,0.011571884155273438
0.9117647058823529,0.9371816638370118,0.013006925582885742
0.9730134932533733,0.9460708782742681,0.012968063354492188
0.9813218390804598,0.9399707174231332,0.012199163436889648
0.9916317991631799,0.9451476793248945,0.01110219955444336
0.973463687150838,0.9411764705882353,0.013078689575195312
0.9918256130790191,0.9340659340659341,0.010051727294921875
0.9742895805142084,0.9402777777777778,0.00900578498840332
0.9540372670807453,0.953125,0.008989572525024414
0.9607594936708861,0.9380764163372859,0.0050280094146728516
0.9784263959390863,0.9312581063553826,0.004999399185180664
0.9911504424778761,0.9438775510204082,0.00599980354309082
0.9378109452736318,0.903183023872679,0.00702357292175293
0.9765193370165746,0.9448373408769448,0.0046787261962890625
0.9788079470198675,0.945872801082544,0.005011081695556641
0.9550561797752809,0.9686274509803922,0.009087085723876953
0.9606879606879607,0.948849104859335,0.004999399185180664
0.9528061224489796,0.963855421686747,0.0069811344146728516
0.9782870928829915,0.9802712700369913,0.010992288589477539
0.995243757431629,0.9629629629629629,0.007997989654541016
0.9773499433748585,0.9768250289687138,0.00908970832824707
0.9989350372736954,0.9669509594882729,0.004998445510864258
0.9916492693110647,0.9621052631578947,0.0057485103607177734
0.97288842544317,0.9592711682743837,0.007997274398803711
0.9905561385099685,0.9565677966101694,0.008081197738647461
0.9840728100113766,0.9502890173410404,0.009041070938110352
0.977116704805492,0.9590163934426229,0.009050846099853516
0.9965317919075144,0.951276102088167,0.005038022994995117
0.9895104895104895,0.9575971731448764,0.005013465881347656
0.9794188861985472,0.9740420271940667,0.007001161575317383
0.9816176470588235,0.9588014981273408,0.005362987518310547
0.989821882951654,0.9717223650385605,0.007525920867919922
0.9600967351874244,0.9609571788413098,0.005990028381347656
0.9938423645320197,0.9516728624535316,0.006987094879150391
0.9808153477218226,0.9853300733496333,0.008940458297729492
0.9888198757763975,0.9422110552763819,0.009136438369750977
0.9760765550239234,0.9718137254901961,0.0051326751708984375
0.9953863898500577,0.9872537659327926,0.006991147994995117
0.9926931106471816,0.9936908517350158,0.009001493453979492
0.9968619246861925,0.9926547743966422,0.008170843124389648
0.9776422764227642,0.9937629937629938,0.009048938751220703
0.96875,0.9473118279569892,0.005109071731567383
0.9693989071038251,0.992108229988726,0.006192445755004883
0.9270482603815937,0.9782082324455206,0.007031917572021484
0.9742388758782201,0.9939903846153846,0.0060694217681884766
0.9358695652173913,0.9895470383275261,0.0039997100830078125
0.992619926199262,0.9826517967781908,0.008084774017333984
