sample_id,distance,dist_factor,trans_err,trans_perc_err,yaw_err
1,87.01,dist1,152.7354776976532,175.5378435785004,14.448340457656997
2,87.01,dist1,141.18353851231456,162.261278602821,6.014403743792298
3,87.01,dist1,132.46299431834433,152.23881659389073,1.2655080259067604
4,87.01,dist1,134.29590017961556,154.3453628084307,0.18226848244228092
5,87.01,dist1,120.81472662531772,138.85154192083405,0.07523181965698822
6,87.01,dist1,117.62070439512438,135.18067393991998,0.24037232180959245
7,87.01,dist1,125.60448561222991,144.3563792808067,0.3347236817666842
8,87.01,dist1,124.99260985274285,143.65315464055033,0.2745036259570445
9,87.01,dist1,125.88829697004049,144.6825617400764,0.8104047287460906
10,87.01,dist1,127.80137726791651,146.88125188819274,1.410212315015888
11,87.01,dist1,116.18479661757246,133.53039491733415,1.0037907458509638
12,87.01,dist1,118.89647293848553,136.64690603204863,0.27809272495437926
13,87.01,dist1,111.37948361586152,128.0076814341587,0.08714425551027222
14,87.01,dist1,128.76320093420338,147.98666927273115,0.18759478660657333
15,87.01,dist1,118.4208827009168,136.10031341330512,0.008364202084722305
16,87.01,dist1,120.1977749374214,138.14248355065095,0.3280177290531618
17,87.01,dist1,119.23475228775045,137.03568818268067,0.6434729334582269
18,87.01,dist1,131.55898476536393,151.1998445757544,0.8431680666667084
19,87.01,dist1,127.31302504938711,146.31999201170797,2.7113216238934017
20,87.01,dist1,134.4587307037803,154.53250282011297,2.3730075219981437
21,87.01,dist1,140.49747667444143,161.47279240827655,8.105110708124252
22,87.01,dist1,134.79940745243397,154.92404028552346,129.64542849623186
23,87.01,dist1,121.85403161801848,140.0460080657608,170.0469283120003
24,87.01,dist1,106.6200382617356,122.53768332575059,174.19711112571417
25,87.01,dist1,91.1311315105888,104.73638835833674,177.54823288372782
26,87.01,dist1,74.09794737882653,85.16026592210841,179.48039094780833
27,87.01,dist1,65.60511755660482,75.399514488685,179.74165262018778
28,87.01,dist1,62.18560075592207,71.46948713472253,179.69795021629537
29,87.01,dist1,58.498538802639395,67.23197196027972,178.57512993059328
30,87.01,dist1,56.89491637657391,65.38893963518436,176.42243459253652
31,87.01,dist1,56.78079745011259,65.25778353075805,170.71223768588874
32,87.01,dist1,38.339417488984196,44.06323122512837,161.50181869374637
33,87.01,dist1,17.493790417859522,20.105494101665926,133.06621604836562
34,87.01,dist1,10.019584154092385,11.515439781740472,56.0208812526041
35,87.01,dist1,77.23641916979064,88.76729016180971,10.921758738091645
36,87.01,dist1,97.28661178143332,111.81083988212082,6.622616618153925
37,87.01,dist1,109.66119344488082,126.03286225132837,2.422551835142264
38,87.01,dist1,111.94810203705158,128.66119071032247,0.8898583558754528
39,87.01,dist1,117.35449757578971,134.87472425674025,0.8957157143004203
40,87.01,dist1,116.73476405802872,134.1624687484527,0.1646356207240748
41,87.01,dist1,128.3734608532189,147.5387436538546,0.6064352911652244
42,87.01,dist1,114.99840873670007,132.16688741144705,0.471966220875625
43,87.01,dist1,114.99487585250178,132.16282709171563,0.40692731004953286
44,87.01,dist1,117.1077805290937,134.59117403642534,1.0981903612584318
45,87.01,dist1,104.82127516302603,120.47037715552929,1.3289997982509225
46,87.01,dist1,121.58108685425034,139.7323145089649,2.0070273606801488
47,87.01,dist1,124.72259163755965,143.34282454609772,1.2782929080548464
48,87.01,dist1,127.57355534381952,146.6194177035048,0.1265720274264309
49,87.01,dist1,114.83809417144603,131.9826389741938,0.3745934515558767
50,87.01,dist1,125.10285100835732,143.77985404937056,0.08063142374817446
51,87.01,dist1,122.90258376770092,141.25110190518436,1.0810504436063721
52,87.01,dist1,133.19027578950153,153.07467623204406,0.1729221270345637
53,87.01,dist1,126.7557930264715,145.67956904547924,10.401499646413896
54,87.01,dist1,113.9565572400852,130.96949458692703,149.74584950043572
55,87.01,dist1,100.43659107004862,115.43108961044548,168.49236333272896
56,87.01,dist1,82.2533741579978,94.5332423376598,177.56068371932105
57,87.01,dist1,53.97831599905847,62.03691069883745,179.33280209021424
58,87.01,dist1,48.28787068290168,55.49692067911928,179.81088330207677
59,87.01,dist1,56.36288291307181,64.77747720155362,179.43036195248993
60,87.01,dist1,67.43232949775712,77.49951671963811,178.55734151233528
61,87.01,dist1,110.29895307122997,126.76583504336278,175.4273301251402
62,87.01,dist1,161.1297940931855,185.18537420202904,162.75361331408413
63,87.01,dist1,166.89757686738025,191.81424763519163,134.288809984981
64,87.01,dist1,187.4819983227434,215.47178292465622,52.905160467691836
65,87.01,dist1,179.0118373490122,205.7370846443078,20.164592508018792
66,87.01,dist1,157.1513951412322,180.61302740056567,2.862190072496507
67,87.01,dist1,132.96198880872782,152.81230756088704,0.8511667531747071
68,87.01,dist1,145.82653890046504,167.59744730544196,0.26199487280210076
69,87.01,dist1,130.94737874782186,150.49692994807705,0.36245316775330333
70,87.01,dist1,126.56723632846628,145.46286211753392,0.37832109527760927
71,87.01,dist1,122.71028433950784,141.030093482942,0.8394765770855912
72,87.01,dist1,130.23921132583504,149.68303795636712,0.41028265133090314
73,87.01,dist1,126.93072468190702,145.88061680485808,0.06178274250029491
74,87.01,dist1,125.26695265060253,143.96845494839965,0.3726314935392193
75,87.01,dist1,140.83711453725334,161.86313588926944,0.6171501085931836
76,87.01,dist1,129.21153048726515,148.5019313725608,0.3632099470515283
77,87.01,dist1,133.05390296146373,152.91794387020312,0.252453235765545
78,87.01,dist1,122.38045492643141,140.6510227863825,0.09092363112799184
79,87.01,dist1,125.53621751158379,144.2779192180023,0.055353164316863365
80,87.01,dist1,101.55156300321674,116.71251925435782,0.46243536031315036
1,174.03,dist2,301.92894362754953,173.49246890050537,12.424622964708862
2,174.03,dist2,296.9331352093044,170.62180957840854,3.967779305899261
3,174.03,dist2,260.7052595751945,149.80478054082312,0.09354565856106475
4,174.03,dist2,249.0515076576179,143.10837651992063,0.26615580171283776
5,174.03,dist2,234.4310507656647,134.70726355551614,0.009801108621956909
6,174.03,dist2,248.10722185542707,142.56577708178307,0.048784804961340314
7,174.03,dist2,247.37209362750042,142.14336242458222,0.0151940622553039
8,174.03,dist2,244.68672953386763,140.60031576961882,0.9152608841839442
9,174.03,dist2,249.00341092691605,143.0807394856726,0.17248168425875615
10,174.03,dist2,245.57557949094175,141.1110610187564,0.05707302596786563
11,174.03,dist2,254.5635810201206,146.27568868592806,1.8126783950422924
12,174.03,dist2,254.1074875855305,146.01361120814255,2.6702562761357314
13,174.03,dist2,261.1631899751695,150.06791356385077,18.065221943693587
14,174.03,dist2,258.75863165962716,148.6862217201788,48.72350514804032
15,174.03,dist2,250.64197822457535,144.02228249415353,127.04738582531586
16,174.03,dist2,235.58615217978,135.37100050553352,170.10044964768645
17,174.03,dist2,196.6796165538174,113.01477708085812,178.10969836767464
18,174.03,dist2,164.6605711181801,94.61619899912664,179.2961101141735
19,174.03,dist2,151.88702620761782,87.27634672620688,178.70357618014452
20,174.03,dist2,116.80165500791048,67.11581624312502,179.27878772653617
21,174.03,dist2,93.41697156925675,53.6786597536383,179.7567344280865
22,174.03,dist2,58.619853780691855,33.683763592881604,179.5344178007492
23,174.03,dist2,55.94226988035594,32.14518754258228,179.4926498849278
24,174.03,dist2,69.80354519099278,40.11006446646715,178.82815619393824
25,174.03,dist2,77.88706197248442,44.75496292161375,179.91540953492455
26,174.03,dist2,101.6042761158983,58.38319606728627,178.83719475341374
27,174.03,dist2,109.13293630428582,62.70926639331484,178.90373025361265
28,174.03,dist2,124.65348904455912,71.62758664860031,179.5223072346482
29,174.03,dist2,135.12038707338544,77.64200831660372,178.50670353702503
30,174.03,dist2,132.6280405930124,76.20987220192633,176.4400487240388
31,174.03,dist2,122.07593051475426,70.14648653378973,171.29511969099443
32,174.03,dist2,79.94684958348023,45.93854483909684,162.33381200051423
33,174.03,dist2,33.06177700820928,18.99774579567275,137.20286762910058
34,174.03,dist2,23.118613190482833,13.284268913683178,58.396639995547076
35,174.03,dist2,137.04364467487312,78.74713823758727,11.570529771962123
36,174.03,dist2,176.11781192956215,101.1996850712878,7.156430711421824
37,174.03,dist2,217.0431736396688,124.71595336417217,3.5277048730686764
38,174.03,dist2,229.5050606934967,131.8767228026758,1.9887805436908417
39,174.03,dist2,255.81227521089437,146.99320531568947,2.1662279158160045
40,174.03,dist2,243.5862708299915,139.96797726253604,1.0967349840141933
41,174.03,dist2,242.0401140061396,139.07953456653428,0.9515851371047623
42,174.03,dist2,241.6231632455215,138.83994900047205,0.5953116495389057
43,174.03,dist2,228.6145480865183,131.36502217233715,0.7848386589469157
44,174.03,dist2,247.394642904353,142.1563195451089,1.2462774600091169
45,174.03,dist2,244.48583487042782,140.4848789693891,3.300572351581041
46,174.03,dist2,244.3226971913698,140.39113784483698,14.790638399004054
47,174.03,dist2,234.53698980681705,134.7681375664064,45.77779291017516
48,174.03,dist2,197.78213202594318,113.64829743489237,177.44447584486704
49,174.03,dist2,178.09361052205875,102.33500575881098,179.2266178252228
50,174.03,dist2,143.19861468799826,82.2838675446752,179.78109214303052
51,174.03,dist2,117.38729508989613,67.45233298275937,179.45002699904794
52,174.03,dist2,104.97960657771618,60.322706761889435,178.98063559016293
53,174.03,dist2,52.767700602327906,30.321036948990347,178.72295312378878
54,174.03,dist2,50.23631797922898,28.866470136889603,178.72547305837256
55,174.03,dist2,58.28662832534481,33.49228772357915,178.72758590807857
56,174.03,dist2,77.77470266392568,44.690399737933504,179.39658447351005
57,174.03,dist2,119.58817875809744,68.716990609721,179.06910737590272
58,174.03,dist2,129.37668522392352,74.3415992782414,179.4276179989869
59,174.03,dist2,153.64326661992507,88.28550630346783,179.05104652040237
60,174.03,dist2,186.67852131006907,107.26801201520948,179.10234527510474
61,174.03,dist2,226.22605434695683,129.99256125205815,175.9625311955346
62,174.03,dist2,324.35561501511944,186.37913866294284,163.8037466062993
63,174.03,dist2,338.42284545441197,194.462360199053,136.66690657084536
64,174.03,dist2,357.4256747688276,205.38164383659577,51.71186330035115
65,174.03,dist2,346.46355731255153,199.08266236427716,19.095198762751775
66,174.03,dist2,300.6537693328615,172.759736443637,3.100637289380491
67,174.03,dist2,280.7967843986872,161.3496433940626,2.076402148446163
68,174.03,dist2,259.1646582183971,148.91953009159172,1.3160039880811538
69,174.03,dist2,274.6560688397478,157.82110488981658,0.9959432279543484
70,174.03,dist2,257.9518671639878,148.2226438912761,0.7549597593349586
71,174.03,dist2,249.7725198684591,143.52267992211637,0.9082381828961926
72,174.03,dist2,232.25933409991737,133.45936568403,0.8823766737312392
73,174.03,dist2,215.46425660777095,123.80868620799342,0.5431800248528154
1,261.05,dist3,474.6169404104154,181.810741394528,14.675835835794604
2,261.05,dist3,452.35937555245863,173.28457213271733,7.873230095188096
3,261.05,dist3,413.5030347973644,158.39993671609437,3.3123205355972045
4,261.05,dist3,393.55124308020015,150.75703623068384,8.057633747029598
5,261.05,dist3,387.041144564459,148.26322335355638,19.18195014052308
6,261.05,dist3,379.6503151490446,145.4320303194961,53.80555922562618
7,261.05,dist3,362.8853509472602,139.0099026804291,170.56351541251084
8,261.05,dist3,319.87379348239324,122.53353513977905,178.59097696635328
9,261.05,dist3,296.92505395848536,113.74259871997141,179.7641128924169
10,261.05,dist3,275.1432109186388,105.39866344326327,179.87790061376984
11,261.05,dist3,240.6922871566896,92.20160396732028,179.20343306617914
12,261.05,dist3,229.4154173375886,87.88179174012204,179.27756523074555
13,261.05,dist3,181.99511638618532,69.71657398436518,179.55292308767122
14,261.05,dist3,159.73449033330976,61.189232075583135,179.46739700205745
15,261.05,dist3,149.71222780253072,57.35002022697978,179.82387688302612
16,261.05,dist3,139.5541369757235,53.45877685337042,179.4069755807073
17,261.05,dist3,82.14224123891236,31.466095092477442,179.35311755741037
18,261.05,dist3,63.87323894368645,24.467818020948652,179.8615781347052
19,261.05,dist3,52.50143620676831,20.11163999493136,178.80961479057555
20,261.05,dist3,53.13463403906322,20.354198061315156,179.4825422213598
21,261.05,dist3,74.94721406581154,28.70990770573129,179.14388957706532
22,261.05,dist3,109.01325897738576,41.75953226484802,179.1425552861133
23,261.05,dist3,133.7209914168102,51.224283247197924,179.10385591420558
24,261.05,dist3,159.61867009947161,61.144865006501284,178.29502329679335
