sample_id,distance,dist_factor,trans_err,trans_perc_err,yaw_err,KF
48,348.07,dist4,44.348414756573895,12.741234451855632,161.79509423807423,no
49,348.07,dist4,61.26689217246295,17.60188817550003,161.55249006685554,no
50,348.07,dist4,73.00859609578961,20.97526247472911,161.47004059250642,no
51,348.07,dist4,109.14950452150046,31.35849240713088,161.16347709114888,no
52,348.07,dist4,134.31077595873643,38.58728875189946,160.64235460093957,no
53,348.07,dist4,170.08299453779136,48.86459463262889,159.81294329645124,no
54,348.07,dist4,181.98921480276005,52.28523423528601,159.7390657423466,no
55,348.07,dist4,193.5061859137082,55.59404312744799,159.9989459840231,no
56,348.07,dist4,204.30589802642925,58.69678456242401,159.96432343243868,no
57,348.07,dist4,222.93342718975416,64.04844634405555,158.87173909790292,no
58,348.07,dist4,233.2700449647133,67.0181414556593,158.66345052251552,no
59,348.07,dist4,250.0344512581221,71.83453077200622,159.0271743057719,no
1,435.09,dist5,362.0385182636635,83.2100297096379,158.70175202671138,no
2,435.09,dist5,308.28960112648133,70.85651270460855,165.7063143371088,no
3,435.09,dist5,261.779745721176,60.166803585735366,168.89716341109087,no
4,435.09,dist5,199.0007486808328,45.73783554685992,171.24049653687032,no
5,435.09,dist5,187.0448470144241,42.989920939213526,171.74154986169384,no
6,435.09,dist5,163.1126616519808,37.489407169087045,171.98977034861758,no
7,435.09,dist5,138.87961363531528,31.91974387720133,171.72616813833048,no
8,435.09,dist5,92.48056403140784,21.25550208724812,170.53037259154803,no
9,435.09,dist5,81.9237354203334,18.82914693979025,170.60151648113944,no
10,435.09,dist5,49.61996706509876,11.404529422670889,170.33231702613963,no
11,435.09,dist5,41.18827123510846,9.466609491164691,170.58679453858164,no
12,435.09,dist5,27.428309709744376,6.304054266874526,170.8676654956744,no
13,435.09,dist5,44.18161237339443,10.154591549655114,171.90271225635652,no
14,435.09,dist5,52.48694346314671,12.06346812455968,171.4688084501176,no
15,435.09,dist5,84.1867850855032,19.34928062826156,171.68710375413656,no
16,435.09,dist5,107.04459704209788,24.60286309547401,171.1143126137009,no
17,435.09,dist5,157.84618262543745,36.27897277010215,167.47798559507063,no
18,435.09,dist5,186.2663359345017,42.81098989507958,163.789889996461,no
19,435.09,dist5,223.2666321245462,51.315045651370106,136.99917445274917,no
20,435.09,dist5,243.5496999902584,55.9768553610192,97.0904474545928,no
21,435.09,dist5,260.78715312688746,59.93866858049771,20.571115700807216,no
22,435.09,dist5,257.749211357715,59.24043562428808,10.410348368536932,no
23,435.09,dist5,259.5526016427239,59.65492234772666,10.757701463735597,no
24,435.09,dist5,259.70436707472413,59.68980373594525,11.201028923255596,no
25,435.09,dist5,273.6291008171825,62.890229795486576,11.881067224370026,no
26,435.09,dist5,264.4371982974548,60.77758585521498,11.410225904903456,no
27,435.09,dist5,274.8514835856006,63.17117920099303,11.55374412183945,no
28,435.09,dist5,278.1253775931117,63.92364283093423,9.781197744472555,no
29,435.09,dist5,255.35317558721053,58.68973674118241,8.752932359121653,no
30,435.09,dist5,244.4395382897395,56.18137357552219,6.268244485212468,no
31,435.09,dist5,169.76776659702548,39.0189998843976,4.463436578467963,no
32,435.09,dist5,103.01606610793152,23.676955597217017,18.04458067290251,no
33,435.09,dist5,26.32713643953343,6.050963350004237,46.27746829026389,no
34,435.09,dist5,46.28866700723085,10.638871729350443,87.64335745267454,no
35,435.09,dist5,166.67709258591046,38.308647081272944,142.11235629522568,no
36,435.09,dist5,202.4820789648445,46.537975813014434,152.9507765538796,no
37,435.09,dist5,224.13390884141612,51.51437836801953,158.69438729753276,no
38,435.09,dist5,226.68112928413825,52.09982515896441,162.36503073088608,no
39,435.09,dist5,213.7543878781714,49.12877516793569,164.20345805942887,no
40,435.09,dist5,163.172670260945,37.50319939804294,162.8868205747493,no
41,435.09,dist5,135.3823538256469,31.115942408615897,162.65964869879386,no
42,435.09,dist5,107.9687816007944,24.815275368497183,162.9565905961981,no
43,435.09,dist5,80.29253717130034,18.454236404261263,162.49330720604857,no
44,435.09,dist5,30.73246667661593,7.063473459885524,161.89185710053383,no
45,435.09,dist5,44.70472318835041,10.274822034142456,161.68761452913668,no
46,435.09,dist5,54.38023453559114,12.49861742066955,162.07829851383693,no
47,435.09,dist5,65.3199723949684,15.012979474354363,161.49544957573448,no
48,435.09,dist5,91.24617850202202,20.97179399710911,161.03285936062323,no
49,435.09,dist5,106.09266080190342,24.38407244521902,161.4886455806236,no
50,435.09,dist5,119.69413533834629,27.510201415418944,161.410771056053,no
51,435.09,dist5,132.90573181778572,30.546721785788165,160.78182932795377,no
52,435.09,dist5,145.9288679720068,33.53992690523956,160.4639492660209,no
1,87.01,dist1,152.7354776976532,175.5378435785004,14.448340457656997,yes
2,87.01,dist1,141.18353851231456,162.261278602821,6.014403743792298,yes
3,87.01,dist1,132.46299431834433,152.23881659389073,1.2655080259067604,yes
4,87.01,dist1,134.29590017961556,154.3453628084307,0.1822684824422809,yes
5,87.01,dist1,120.81472662531772,138.85154192083405,0.0752318196569882,yes
6,87.01,dist1,117.62070439512438,135.18067393991998,0.2403723218095924,yes
7,87.01,dist1,125.60448561222992,144.3563792808067,0.3347236817666842,yes
8,87.01,dist1,124.99260985274285,143.65315464055033,0.2745036259570445,yes
9,87.01,dist1,125.88829697004049,144.6825617400764,0.8104047287460906,yes
10,87.01,dist1,127.80137726791652,146.88125188819274,1.410212315015888,yes
11,87.01,dist1,116.18479661757246,133.53039491733415,1.0037907458509638,yes
12,87.01,dist1,118.89647293848552,136.64690603204863,0.2780927249543792,yes
13,87.01,dist1,111.37948361586152,128.0076814341587,0.0871442555102722,yes
14,87.01,dist1,128.76320093420338,147.98666927273115,0.1875947866065733,yes
15,87.01,dist1,118.4208827009168,136.10031341330512,0.0083642020847223,yes
16,87.01,dist1,120.1977749374214,138.14248355065095,0.3280177290531618,yes
17,87.01,dist1,119.23475228775044,137.03568818268067,0.6434729334582269,yes
18,87.01,dist1,131.55898476536393,151.1998445757544,0.8431680666667084,yes
19,87.01,dist1,127.31302504938712,146.31999201170797,2.7113216238934017,yes
20,87.01,dist1,134.4587307037803,154.53250282011297,2.373007521998144,yes
21,87.01,dist1,140.49747667444143,161.47279240827655,8.105110708124252,yes
22,87.01,dist1,134.79940745243397,154.92404028552346,129.64542849623186,yes
23,87.01,dist1,121.85403161801848,140.0460080657608,170.0469283120003,yes
24,87.01,dist1,106.6200382617356,122.5376833257506,174.19711112571417,yes
25,87.01,dist1,91.1311315105888,104.73638835833674,177.54823288372782,yes
26,87.01,dist1,74.09794737882653,85.16026592210841,179.48039094780833,yes
27,87.01,dist1,65.60511755660482,75.399514488685,179.74165262018778,yes
28,87.01,dist1,62.18560075592207,71.46948713472253,179.69795021629537,yes
29,87.01,dist1,58.4985388026394,67.23197196027972,178.57512993059328,yes
30,87.01,dist1,56.89491637657391,65.38893963518436,176.42243459253652,yes
31,87.01,dist1,56.78079745011259,65.25778353075805,170.71223768588874,yes
32,87.01,dist1,38.3394174889842,44.06323122512837,161.50181869374637,yes
33,87.01,dist1,17.493790417859522,20.10549410166593,133.06621604836562,yes
34,87.01,dist1,10.019584154092383,11.515439781740472,56.0208812526041,yes
35,87.01,dist1,77.23641916979064,88.76729016180971,10.921758738091643,yes
36,87.01,dist1,97.28661178143332,111.81083988212082,6.622616618153925,yes
37,87.01,dist1,109.66119344488082,126.03286225132835,2.422551835142264,yes
38,87.01,dist1,111.94810203705158,128.66119071032247,0.8898583558754528,yes
39,87.01,dist1,117.35449757578972,134.87472425674025,0.8957157143004203,yes
40,87.01,dist1,116.73476405802872,134.1624687484527,0.1646356207240748,yes
41,87.01,dist1,128.3734608532189,147.5387436538546,0.6064352911652244,yes
42,87.01,dist1,114.99840873670009,132.16688741144705,0.471966220875625,yes
43,87.01,dist1,114.99487585250178,132.16282709171563,0.4069273100495328,yes
44,87.01,dist1,117.1077805290937,134.59117403642534,1.0981903612584318,yes
45,87.01,dist1,104.82127516302604,120.47037715552928,1.3289997982509223,yes
46,87.01,dist1,121.58108685425034,139.7323145089649,2.0070273606801488,yes
47,87.01,dist1,124.72259163755965,143.34282454609772,1.2782929080548464,yes
48,87.01,dist1,127.57355534381952,146.6194177035048,0.1265720274264309,yes
49,87.01,dist1,114.83809417144604,131.9826389741938,0.3745934515558767,yes
